FeatureCode,DateCode,Measurement,Units,Value,Residential Status
S12000033,2012,Count,Children,257,Foster / Prospective Adopters
S12000033,2014,Count,Children,113,Other Community Placement
S12000033,2018,Count,Children,75,At Home
S12000035,2011,Count,Children,67,Other Community Placement
S12000033,2016,Count,Children,553,All
S12000033,2011,Count,Children,230,Foster / Prospective Adopters
S12000033,2009,Count,Children,81,Residential Care
S12000035,2013,Count,Children,200,All
S12000033,2017,Count,Children,590,All
S12000035,2012,Count,Children,24,Residential Care
S12000035,2018,Count,Children,27,Residential Care
S12000033,2012,Count,Children,128,Other Community Placement
S12000035,2009,Count,Children,41,Residential Care
S12000035,2018,Count,Children,37,Foster / Prospective Adopters
S12000033,2009,Count,Children,220,At Home
S12000033,2010,Count,Children,240,At Home
S12000033,2014,Count,Children,258,Foster / Prospective Adopters
S12000035,2015,Count,Children,57,Foster / Prospective Adopters
S12000033,2016,Count,Children,66,Residential Care
S12000033,2013,Count,Children,606,All
S12000035,2014,Count,Children,24,Residential Care
S12000035,2016,Count,Children,50,Foster / Prospective Adopters
S12000033,2010,Count,Children,240,Foster / Prospective Adopters
S12000033,2009,Count,Children,255,Foster / Prospective Adopters
S12000033,2017,Count,Children,68,Residential Care
S12000034,2012,Count,Children,450,All
S12000034,2010,Count,Children,75,Residential Care
S12000035,2016,Count,Children,48,At Home
S12000035,2015,Count,Children,48,At Home
S12000034,2009,Count,Children,72,Residential Care
S12000035,2009,Count,Children,34,Other Community Placement
S12000035,2010,Count,Children,64,Other Community Placement
S12000034,2015,Count,Children,106,At Home
S12000034,2016,Count,Children,109,At Home
S12000034,2016,Count,Children,65,Other Community Placement
S12000035,2015,Count,Children,40,Other Community Placement
S12000035,2018,Count,Children,45,Other Community Placement
S12000034,2018,Count,Children,409,All
S12000034,2018,Count,Children,81,Other Community Placement
S12000033,2014,Count,Children,144,At Home
S12000033,2010,Count,Children,65,Residential Care
S12000033,2012,Count,Children,165,At Home
S12000035,2012,Count,Children,56,Other Community Placement
S12000033,2018,Count,Children,549,All
S12000033,2013,Count,Children,169,At Home
S12000033,2015,Count,Children,261,Foster / Prospective Adopters
S12000034,2015,Count,Children,171,Foster / Prospective Adopters
S12000034,2012,Count,Children,56,Residential Care
S12000035,2018,Count,Children,149,All
S12000035,2016,Count,Children,45,Other Community Placement
S12000034,2013,Count,Children,425,All
S12000033,2011,Count,Children,642,All
S12000034,2018,Count,Children,182,Foster / Prospective Adopters
S12000038,2012,Count,Children,193,Other Community Placement
S12000027,2015,Count,Children,10,At Home
S12000027,2016,Count,Children,8,Other Community Placement
S12000038,2016,Count,Children,42,Residential Care
S12000027,2009,Count,Children,5,Residential Care
S12000027,2017,Count,Children,8,At Home
S12000027,2018,Count,Children,8,Residential Care
S12000038,2011,Count,Children,191,Other Community Placement
S12000038,2014,Count,Children,247,Foster / Prospective Adopters
S12000027,2015,Count,Children,10,Other Community Placement
S12000038,2012,Count,Children,269,At Home
S12000038,2010,Count,Children,312,At Home
S12000027,2017,Count,Children,7,Other Community Placement
S12000027,2010,Count,Children,36,All
S12000027,2014,Count,Children,9,Foster / Prospective Adopters
S12000038,2014,Count,Children,713,All
S12000038,2009,Count,Children,251,At Home
S12000038,2016,Count,Children,221,At Home
S12000038,2018,Count,Children,221,At Home
S12000027,2011,Count,Children,10,Foster / Prospective Adopters
S12000027,2013,Count,Children,11,Foster / Prospective Adopters
S12000027,2012,Count,Children,6,Other Community Placement
S12000027,2018,Count,Children,3,Other Community Placement
S12000027,2018,Count,Children,4,At Home
S12000027,2011,Count,Children,6,Other Community Placement
S12000027,2015,Count,Children,35,All
S12000027,2009,Count,Children,37,All
S12000027,2012,Count,Children,31,All
S12000028,2009,Count,Children,84,Foster / Prospective Adopters
S12000038,2015,Count,Children,51,Residential Care
S12000028,2016,Count,Children,78,Other Community Placement
S12000028,2017,Count,Children,95,Other Community Placement
S12000038,2015,Count,Children,220,At Home
S12000038,2014,Count,Children,175,Other Community Placement
S12000028,2010,Count,Children,107,Foster / Prospective Adopters
S12000038,2013,Count,Children,196,Other Community Placement
S12000028,2013,Count,Children,60,Other Community Placement
S12000028,2016,Count,Children,124,At Home
S12000028,2015,Count,Children,87,At Home
S12000028,2014,Count,Children,65,Other Community Placement
S12000038,2015,Count,Children,177,Other Community Placement
S12000028,2018,Count,Children,134,Foster / Prospective Adopters
S12000038,2012,Count,Children,786,All
S12000038,2015,Count,Children,682,All
S12000038,2011,Count,Children,255,At Home
S12000027,2014,Count,Children,31,All
S12000038,2013,Count,Children,260,Foster / Prospective Adopters
S12000027,2011,Count,Children,28,All
S12000027,2009,Count,Children,14,At Home
S12000028,2018,Count,Children,90,Other Community Placement
S12000028,2014,Count,Children,343,All
S12000028,2015,Count,Children,71,Other Community Placement
S12000028,2010,Count,Children,24,Residential Care
S12000028,2016,Count,Children,384,All
S12000038,2018,Count,Children,656,All
S12000028,2009,Count,Children,32,Residential Care
S12000026,2014,Count,Children,28,Residential Care
S12000026,2016,Count,Children,61,Other Community Placement
S12000026,2012,Count,Children,38,Other Community Placement
S12000026,2017,Count,Children,26,Residential Care
S12000026,2013,Count,Children,184,All
S12000038,2018,Count,Children,49,Residential Care
S12000038,2012,Count,Children,254,Foster / Prospective Adopters
S12000027,2013,Count,Children,31,All
S12000038,2010,Count,Children,78,Residential Care
S12000027,2018,Count,Children,14,Foster / Prospective Adopters
S12000027,2016,Count,Children,10,Foster / Prospective Adopters
S12000026,2014,Count,Children,35,Other Community Placement
S12000038,2010,Count,Children,166,Other Community Placement
S12000026,2015,Count,Children,24,At Home
S12000038,2011,Count,Children,769,All
S12000038,2013,Count,Children,76,Residential Care
S12000026,2010,Count,Children,21,Residential Care
S12000038,2012,Count,Children,70,Residential Care
S12000038,2016,Count,Children,190,Other Community Placement
S12000026,2014,Count,Children,100,Foster / Prospective Adopters
S12000026,2012,Count,Children,18,Residential Care
S12000026,2009,Count,Children,18,Residential Care
S12000026,2016,Count,Children,27,Residential Care
S12000026,2016,Count,Children,218,All
S12000038,2011,Count,Children,249,Foster / Prospective Adopters
S12000026,2015,Count,Children,201,All
S12000026,2017,Count,Children,47,At Home
S12000026,2017,Count,Children,58,Other Community Placement
S12000027,2011,Count,Children,8,At Home
S12000027,2017,Count,Children,12,Foster / Prospective Adopters
S12000027,2015,Count,Children,11,Foster / Prospective Adopters
S12000027,2014,Count,Children,13,At Home
S12000027,2010,Count,Children,7,Residential Care
S12000027,2012,Count,Children,12,At Home
S12000038,2017,Count,Children,218,Foster / Prospective Adopters
S12000027,2016,Count,Children,29,All
S12000027,2012,Count,Children,9,Foster / Prospective Adopters
S12000038,2017,Count,Children,41,Residential Care
S12000027,2018,Count,Children,29,All
S12000027,2013,Count,Children,13,At Home
S12000038,2016,Count,Children,681,All
S12000038,2018,Count,Children,192,Other Community Placement
S12000027,2010,Count,Children,13,At Home
S12000038,2009,Count,Children,227,Foster / Prospective Adopters
S12000027,2014,Count,Children,6,Other Community Placement
S12000027,2009,Count,Children,10,Foster / Prospective Adopters
S12000027,2017,Count,Children,32,All
S12000038,2009,Count,Children,97,Residential Care
S12000038,2010,Count,Children,234,Foster / Prospective Adopters
S12000027,2010,Count,Children,9,Foster / Prospective Adopters
S12000038,2017,Count,Children,660,All
S12000027,2009,Count,Children,8,Other Community Placement
S12000027,2017,Count,Children,5,Residential Care
S12000038,2018,Count,Children,194,Foster / Prospective Adopters
S12000038,2016,Count,Children,228,Foster / Prospective Adopters
S12000027,2010,Count,Children,7,Other Community Placement
S12000036,2013,Count,Children,296,Other Community Placement
S12000029,2015,Count,Children,190,Foster / Prospective Adopters
S12000036,2017,Count,Children,335,At Home
S12000036,2014,Count,Children,356,Other Community Placement
S12000029,2011,Count,Children,79,Other Community Placement
S12000029,2011,Count,Children,192,Foster / Prospective Adopters
S12000029,2013,Count,Children,120,Other Community Placement
S12000029,2014,Count,Children,196,Foster / Prospective Adopters
S12000029,2017,Count,Children,157,At Home
S12000036,2012,Count,Children,372,At Home
S12000036,2016,Count,Children,350,At Home
S12000029,2014,Count,Children,212,At Home
S12000029,2014,Count,Children,595,All
S12000029,2016,Count,Children,70,Residential Care
S12000029,2010,Count,Children,491,All
S12000036,2012,Count,Children,286,Other Community Placement
S12000029,2016,Count,Children,563,All
S12000036,2015,Count,Children,353,At Home
S12000029,2018,Count,Children,75,Residential Care
S12000029,2012,Count,Children,72,Residential Care
S12000029,2013,Count,Children,181,Foster / Prospective Adopters
S12000029,2012,Count,Children,175,Foster / Prospective Adopters
S12000036,2011,Count,Children,267,Other Community Placement
S12000029,2013,Count,Children,71,Residential Care
S12000029,2011,Count,Children,107,Residential Care
S12000029,2013,Count,Children,225,At Home
S12000036,2011,Count,Children,106,Residential Care
S12000029,2016,Count,Children,160,At Home
S12000029,2013,Count,Children,597,All
S12000029,2018,Count,Children,178,At Home
S12000029,2009,Count,Children,90,Residential Care
S12000029,2010,Count,Children,156,Foster / Prospective Adopters
S12000029,2017,Count,Children,214,Foster / Prospective Adopters
S12000029,2010,Count,Children,92,Other Community Placement
S12000036,2012,Count,Children,634,Foster / Prospective Adopters
S12000029,2012,Count,Children,240,At Home
S12000029,2009,Count,Children,123,Foster / Prospective Adopters
S12000029,2015,Count,Children,110,Other Community Placement
S12000029,2015,Count,Children,178,At Home
S12000029,2014,Count,Children,116,Other Community Placement
S12000029,2010,Count,Children,77,Residential Care
S12000029,2012,Count,Children,617,All
S12000036,2011,Count,Children,435,At Home
S12000029,2011,Count,Children,169,At Home
S12000036,2011,Count,Children,554,Foster / Prospective Adopters
S12000029,2016,Count,Children,106,Other Community Placement
S12000029,2017,Count,Children,114,Other Community Placement
S12000029,2017,Count,Children,64,Residential Care
S12000029,2012,Count,Children,130,Other Community Placement
S12000029,2018,Count,Children,215,Foster / Prospective Adopters
S12000029,2009,Count,Children,91,Other Community Placement
S12000029,2018,Count,Children,187,Other Community Placement
S12000036,2017,Count,Children,301,Other Community Placement
S12000036,2009,Count,Children,122,Residential Care
S12000029,2011,Count,Children,547,All
S12000036,2009,Count,Children,496,Foster / Prospective Adopters
S12000036,2016,Count,Children,595,Foster / Prospective Adopters
S12000028,2009,Count,Children,290,All
S12000028,2012,Count,Children,119,Foster / Prospective Adopters
S12000028,2014,Count,Children,31,Residential Care
S12000028,2015,Count,Children,330,All
S12000028,2013,Count,Children,365,All
S12000028,2015,Count,Children,145,Foster / Prospective Adopters
S12000036,2015,Count,Children,643,Foster / Prospective Adopters
S12000028,2010,Count,Children,58,Other Community Placement
S12000028,2014,Count,Children,111,At Home
S12000028,2016,Count,Children,159,Foster / Prospective Adopters
S12000036,2014,Count,Children,623,Foster / Prospective Adopters
S12000036,2017,Count,Children,604,Foster / Prospective Adopters
S12000036,2010,Count,Children,252,Other Community Placement
S12000028,2011,Count,Children,21,Residential Care
S12000028,2017,Count,Children,128,At Home
S12000028,2013,Count,Children,134,Foster / Prospective Adopters
S12000028,2011,Count,Children,132,At Home
S12000028,2016,Count,Children,23,Residential Care
S12000028,2017,Count,Children,21,Residential Care
S12000038,2017,Count,Children,221,At Home
S12000028,2012,Count,Children,65,Other Community Placement
S12000028,2018,Count,Children,97,At Home
S12000028,2017,Count,Children,370,All
S12000028,2011,Count,Children,63,Other Community Placement
S12000028,2014,Count,Children,136,Foster / Prospective Adopters
S12000038,2011,Count,Children,74,Residential Care
S12000028,2011,Count,Children,120,Foster / Prospective Adopters
S12000028,2010,Count,Children,351,All
S12000036,2009,Count,Children,267,Other Community Placement
S12000028,2009,Count,Children,51,Other Community Placement
S12000036,2018,Count,Children,353,At Home
S12000028,2009,Count,Children,123,At Home
S12000036,2016,Count,Children,333,Other Community Placement
S12000036,2018,Count,Children,583,Foster / Prospective Adopters
S12000029,2017,Count,Children,549,All
S12000036,2015,Count,Children,329,Other Community Placement
S12000029,2015,Count,Children,548,All
S12000029,2015,Count,Children,70,Residential Care
S12000029,2018,Count,Children,655,All
S12000036,2016,Count,Children,90,Residential Care
S12000036,2017,Count,Children,109,Residential Care
S12000028,2013,Count,Children,25,Residential Care
S12000028,2011,Count,Children,336,All
S12000036,2015,Count,Children,94,Residential Care
S12000028,2012,Count,Children,19,Residential Care
S12000028,2013,Count,Children,146,At Home
S12000028,2017,Count,Children,126,Foster / Prospective Adopters
S12000028,2015,Count,Children,27,Residential Care
S12000028,2018,Count,Children,355,All
S12000028,2012,Count,Children,149,At Home
S12000028,2010,Count,Children,162,At Home
S12000028,2012,Count,Children,352,All
S12000036,2018,Count,Children,267,Other Community Placement
S12000028,2018,Count,Children,34,Residential Care
S12000036,2013,Count,Children,635,Foster / Prospective Adopters
S12000006,2013,Count,Children,101,Other Community Placement
S12000049,2011,Count,Children,1213,Other Community Placement
S12000006,2014,Count,Children,99,Other Community Placement
S12000006,2012,Count,Children,183,At Home
S12000006,2018,Count,Children,168,At Home
S12000049,2013,Count,Children,1343,Other Community Placement
S12000006,2016,Count,Children,119,Other Community Placement
S12000006,2014,Count,Children,151,At Home
S12000006,2017,Count,Children,129,Other Community Placement
S12000049,2018,Count,Children,491,At Home
S12000049,2012,Count,Children,977,At Home
S12000049,2015,Count,Children,3410,All
S12000006,2010,Count,Children,90,Other Community Placement
S12000006,2009,Count,Children,88,Other Community Placement
S12000005,2011,Count,Children,91,At Home
S12000049,2009,Count,Children,1383,At Home
S12000005,2013,Count,Children,46,Other Community Placement
S12000005,2014,Count,Children,52,At Home
S12000049,2016,Count,Children,1107,Foster / Prospective Adopters
S12000005,2012,Count,Children,214,All
S12000049,2011,Count,Children,1168,Foster / Prospective Adopters
S12000005,2010,Count,Children,73,Foster / Prospective Adopters
S12000005,2014,Count,Children,15,Residential Care
S12000005,2009,Count,Children,55,Foster / Prospective Adopters
S12000049,2010,Count,Children,3570,All
S12000005,2013,Count,Children,70,Foster / Prospective Adopters
S12000005,2012,Count,Children,72,At Home
S12000049,2017,Count,Children,1152,Other Community Placement
S12000006,2014,Count,Children,387,All
S12000049,2016,Count,Children,3294,All
S12000006,2013,Count,Children,140,At Home
S12000006,2010,Count,Children,394,All
S12000006,2010,Count,Children,44,Residential Care
S12000006,2011,Count,Children,116,Foster / Prospective Adopters
S12000006,2009,Count,Children,40,Residential Care
S12000006,2018,Count,Children,439,All
S12000006,2009,Count,Children,441,All
S12000006,2014,Count,Children,34,Residential Care
S12000049,2014,Count,Children,3504,All
S12000006,2016,Count,Children,124,At Home
S12000006,2017,Count,Children,121,At Home
S12000049,2018,Count,Children,232,Residential Care
S12000006,2018,Count,Children,115,Other Community Placement
S12000049,2011,Count,Children,241,Residential Care
S12000006,2015,Count,Children,409,All
S12000006,2016,Count,Children,32,Residential Care
S12000006,2015,Count,Children,172,At Home
S12000006,2015,Count,Children,103,Other Community Placement
S12000049,2011,Count,Children,3834,All
S12000049,2012,Count,Children,1277,Other Community Placement
S12000006,2010,Count,Children,107,Foster / Prospective Adopters
S12000006,2017,Count,Children,22,Residential Care
S12000006,2011,Count,Children,177,At Home
S12000006,2012,Count,Children,93,Other Community Placement
S12000006,2009,Count,Children,94,Foster / Prospective Adopters
S12000005,2015,Count,Children,35,Other Community Placement
S12000005,2012,Count,Children,18,Residential Care
S12000005,2018,Count,Children,58,Other Community Placement
S12000005,2014,Count,Children,184,All
S12000049,2012,Count,Children,265,Residential Care
S12000005,2017,Count,Children,62,At Home
S12000005,2017,Count,Children,213,All
S12000049,2018,Count,Children,1152,Other Community Placement
S12000005,2013,Count,Children,183,All
S12000049,2016,Count,Children,1356,Other Community Placement
S12000005,2011,Count,Children,57,Foster / Prospective Adopters
S12000005,2016,Count,Children,83,At Home
S12000049,2015,Count,Children,1358,Other Community Placement
S12000005,2016,Count,Children,233,All
S12000005,2010,Count,Children,222,All
S12000049,2013,Count,Children,856,At Home
S12000005,2009,Count,Children,51,Other Community Placement
S12000005,2010,Count,Children,20,Residential Care
S12000049,2012,Count,Children,3740,All
S12000005,2012,Count,Children,70,Foster / Prospective Adopters
S12000005,2015,Count,Children,19,Residential Care
S12000049,2010,Count,Children,253,Residential Care
S12000005,2016,Count,Children,22,Residential Care
S12000005,2011,Count,Children,16,Residential Care
S12000005,2018,Count,Children,211,All
S12000005,2010,Count,Children,49,Other Community Placement
S12000049,2009,Count,Children,255,Residential Care
S12000005,2017,Count,Children,22,Residential Care
S12000005,2016,Count,Children,91,Foster / Prospective Adopters
S12000049,2017,Count,Children,2827,All
S12000049,2012,Count,Children,1221,Foster / Prospective Adopters
S12000005,2014,Count,Children,79,Foster / Prospective Adopters
S12000005,2011,Count,Children,221,All
S12000005,2018,Count,Children,13,Residential Care
S12000049,2013,Count,Children,3674,All
S12000005,2011,Count,Children,57,Other Community Placement
S12000005,2009,Count,Children,79,At Home
S12000005,2018,Count,Children,72,At Home
S12000049,2017,Count,Children,952,Foster / Prospective Adopters
S12000005,2018,Count,Children,68,Foster / Prospective Adopters
S12000005,2017,Count,Children,86,Foster / Prospective Adopters
S12000005,2013,Count,Children,16,Residential Care
S12000049,2009,Count,Children,3280,All
S12000005,2015,Count,Children,202,All
S12000049,2009,Count,Children,623,Other Community Placement
S12000005,2014,Count,Children,38,Other Community Placement
S12000005,2015,Count,Children,59,At Home
S12000049,2010,Count,Children,1423,At Home
S12000049,2018,Count,Children,2827,All
S12000005,2015,Count,Children,89,Foster / Prospective Adopters
S12000005,2013,Count,Children,51,At Home
S12000005,2016,Count,Children,37,Other Community Placement
S12000049,2010,Count,Children,788,Other Community Placement
S12000005,2017,Count,Children,43,Other Community Placement
S12000005,2010,Count,Children,80,At Home
S12000008,2017,Count,Children,386,All
S12000008,2016,Count,Children,128,At Home
S12000048,2018,Count,Children,70,At Home
S12000008,2018,Count,Children,124,At Home
S12000008,2013,Count,Children,38,Residential Care
S12000048,2010,Count,Children,69,At Home
S12000008,2011,Count,Children,164,Foster / Prospective Adopters
S12000048,2017,Count,Children,67,At Home
S12000048,2018,Count,Children,76,Other Community Placement
S12000008,2015,Count,Children,109,At Home
S12000008,2014,Count,Children,500,All
S12000008,2011,Count,Children,46,Residential Care
S12000008,2012,Count,Children,34,Residential Care
S12000008,2012,Count,Children,170,Foster / Prospective Adopters
S12000008,2012,Count,Children,192,Other Community Placement
S12000048,2013,Count,Children,50,At Home
S12000008,2018,Count,Children,36,Residential Care
S12000008,2009,Count,Children,203,At Home
S12000048,2010,Count,Children,9,Residential Care
S12000008,2014,Count,Children,119,At Home
S12000008,2010,Count,Children,95,Other Community Placement
S12000008,2012,Count,Children,517,All
S12000008,2013,Count,Children,521,All
S12000048,2012,Count,Children,58,At Home
S12000008,2016,Count,Children,463,All
S12000008,2017,Count,Children,114,At Home
S12000008,2011,Count,Children,145,Other Community Placement
S12000048,2017,Count,Children,74,Other Community Placement
S12000010,2010,Count,Children,50,Other Community Placement
S12000008,2010,Count,Children,171,Foster / Prospective Adopters
S12000010,2012,Count,Children,200,All
S12000010,2013,Count,Children,30,Other Community Placement
S12000008,2012,Count,Children,121,At Home
S12000048,2011,Count,Children,56,Other Community Placement
S12000008,2013,Count,Children,165,Foster / Prospective Adopters
S12000010,2009,Count,Children,40,Other Community Placement
S12000010,2014,Count,Children,32,Other Community Placement
S12000048,2013,Count,Children,74,Other Community Placement
S12000048,2018,Count,Children,121,Foster / Prospective Adopters
S12000048,2010,Count,Children,81,Foster / Prospective Adopters
S12000048,2011,Count,Children,201,All
S12000010,2012,Count,Children,63,At Home
S12000048,2011,Count,Children,49,At Home
S12000008,2015,Count,Children,159,Other Community Placement
S12000008,2010,Count,Children,482,All
S12000008,2014,Count,Children,181,Other Community Placement
S12000008,2011,Count,Children,153,At Home
S12000048,2015,Count,Children,20,Residential Care
S12000008,2018,Count,Children,108,Other Community Placement
S12000008,2015,Count,Children,461,All
S12000008,2017,Count,Children,135,Foster / Prospective Adopters
S12000008,2015,Count,Children,31,Residential Care
S12000008,2016,Count,Children,160,Foster / Prospective Adopters
S12000008,2009,Count,Children,120,Other Community Placement
S12000048,2018,Count,Children,13,Residential Care
S12000006,2013,Count,Children,34,Residential Care
S12000006,2011,Count,Children,418,All
S12000006,2017,Count,Children,382,All
S12000048,2013,Count,Children,15,Residential Care
S12000048,2014,Count,Children,38,At Home
S12000006,2015,Count,Children,31,Residential Care
S12000006,2013,Count,Children,100,Foster / Prospective Adopters
S12000006,2012,Count,Children,93,Foster / Prospective Adopters
S12000048,2014,Count,Children,19,Residential Care
S12000048,2018,Count,Children,280,All
S12000048,2010,Count,Children,42,Other Community Placement
S12000006,2012,Count,Children,32,Residential Care
S12000006,2013,Count,Children,375,All
S12000006,2012,Count,Children,401,All
S12000006,2018,Count,Children,27,Residential Care
S12000006,2011,Count,Children,91,Other Community Placement
S12000048,2009,Count,Children,9,Residential Care
S12000006,2016,Count,Children,118,Foster / Prospective Adopters
S12000049,2014,Count,Children,1362,Other Community Placement
S12000006,2014,Count,Children,103,Foster / Prospective Adopters
S12000006,2009,Count,Children,219,At Home
S12000006,2010,Count,Children,153,At Home
S12000006,2015,Count,Children,103,Foster / Prospective Adopters
S12000006,2018,Count,Children,129,Foster / Prospective Adopters
S12000006,2017,Count,Children,110,Foster / Prospective Adopters
S12000048,2015,Count,Children,44,At Home
S12000006,2016,Count,Children,393,All
S12000048,2016,Count,Children,59,At Home
S12000008,2016,Count,Children,137,Other Community Placement
S12000008,2017,Count,Children,100,Other Community Placement
S12000008,2009,Count,Children,526,All
S12000008,2018,Count,Children,401,All
S12000008,2018,Count,Children,133,Foster / Prospective Adopters
S12000008,2013,Count,Children,181,Other Community Placement
S12000048,2014,Count,Children,91,Other Community Placement
S12000008,2009,Count,Children,41,Residential Care
S12000048,2016,Count,Children,18,Residential Care
S12000048,2009,Count,Children,73,At Home
S12000008,2014,Count,Children,38,Residential Care
S12000048,2012,Count,Children,18,Residential Care
S12000008,2014,Count,Children,162,Foster / Prospective Adopters
S12000048,2011,Count,Children,18,Residential Care
S12000008,2016,Count,Children,38,Residential Care
S12000008,2011,Count,Children,508,All
S12000008,2010,Count,Children,175,At Home
S12000008,2013,Count,Children,137,At Home
S12000048,2017,Count,Children,23,Residential Care
S12000006,2011,Count,Children,34,Residential Care
S12000048,2017,Count,Children,281,All
S12000008,2009,Count,Children,162,Foster / Prospective Adopters
S12000008,2010,Count,Children,41,Residential Care
S12000008,2015,Count,Children,162,Foster / Prospective Adopters
S12000008,2017,Count,Children,37,Residential Care
S12000048,2015,Count,Children,82,Other Community Placement
S12000048,2009,Count,Children,31,Other Community Placement
S12000050,2018,Count,Children,754,All
S12000040,2014,Count,Children,125,At Home
S12000040,2018,Count,Children,443,All
S12000040,2015,Count,Children,155,Foster / Prospective Adopters
S12000039,2014,Count,Children,93,Foster / Prospective Adopters
S12000039,2009,Count,Children,183,At Home
S12000050,2017,Count,Children,38,Residential Care
S12000040,2018,Count,Children,139,Other Community Placement
S12000050,2016,Count,Children,39,Residential Care
S12000040,2012,Count,Children,46,Residential Care
S12000040,2014,Count,Children,106,Other Community Placement
S12000050,2010,Count,Children,134,Foster / Prospective Adopters
S12000040,2018,Count,Children,104,At Home
S12000040,2018,Count,Children,42,Residential Care
S12000039,2013,Count,Children,100,Other Community Placement
S12000050,2013,Count,Children,355,At Home
S12000039,2011,Count,Children,383,All
S12000039,2012,Count,Children,86,Other Community Placement
S12000039,2017,Count,Children,429,All
S12000050,2012,Count,Children,373,At Home
S12000039,2011,Count,Children,42,Residential Care
S12000039,2011,Count,Children,92,Foster / Prospective Adopters
S12000039,2012,Count,Children,90,Foster / Prospective Adopters
S12000050,2018,Count,Children,109,Foster / Prospective Adopters
S12000050,2014,Count,Children,171,Foster / Prospective Adopters
S12000039,2011,Count,Children,166,At Home
S12000039,2012,Count,Children,43,Residential Care
S12000039,2015,Count,Children,92,Foster / Prospective Adopters
S12000040,2017,Count,Children,134,At Home
S12000050,2009,Count,Children,420,At Home
S12000050,2011,Count,Children,347,At Home
S12000040,2009,Count,Children,150,At Home
S12000040,2013,Count,Children,445,All
S12000040,2016,Count,Children,117,At Home
S12000050,2015,Count,Children,165,Foster / Prospective Adopters
S12000050,2011,Count,Children,734,All
S12000040,2016,Count,Children,449,All
S12000040,2017,Count,Children,53,Residential Care
S12000040,2013,Count,Children,134,Foster / Prospective Adopters
S12000040,2014,Count,Children,136,Foster / Prospective Adopters
S12000040,2012,Count,Children,138,Foster / Prospective Adopters
S12000050,2012,Count,Children,179,Foster / Prospective Adopters
S12000040,2015,Count,Children,434,All
S12000040,2013,Count,Children,148,At Home
S12000040,2010,Count,Children,57,Residential Care
S12000040,2011,Count,Children,447,All
S12000050,2013,Count,Children,171,Foster / Prospective Adopters
S12000050,2009,Count,Children,160,Foster / Prospective Adopters
S12000040,2009,Count,Children,152,Foster / Prospective Adopters
S12000040,2010,Count,Children,175,At Home
S12000050,2015,Count,Children,266,At Home
S12000040,2010,Count,Children,141,Foster / Prospective Adopters
S12000050,2018,Count,Children,284,At Home
S12000040,2009,Count,Children,47,Residential Care
S12000050,2011,Count,Children,183,Foster / Prospective Adopters
S12000039,2013,Count,Children,98,Foster / Prospective Adopters
S12000039,2017,Count,Children,43,Residential Care
S12000039,2016,Count,Children,37,Residential Care
S12000039,2017,Count,Children,100,At Home
S12000039,2015,Count,Children,42,Residential Care
S12000050,2010,Count,Children,800,All
S12000039,2011,Count,Children,83,Other Community Placement
S12000039,2017,Count,Children,204,Other Community Placement
S12000039,2018,Count,Children,445,All
S12000039,2018,Count,Children,114,Foster / Prospective Adopters
S12000050,2011,Count,Children,163,Other Community Placement
S12000039,2017,Count,Children,82,Foster / Prospective Adopters
S12000039,2016,Count,Children,76,Foster / Prospective Adopters
S12000039,2015,Count,Children,147,Other Community Placement
S12000039,2009,Count,Children,81,Foster / Prospective Adopters
S12000050,2014,Count,Children,706,All
S12000039,2010,Count,Children,84,Foster / Prospective Adopters
S12000039,2014,Count,Children,369,All
S12000039,2016,Count,Children,168,Other Community Placement
S12000050,2016,Count,Children,292,At Home
S12000039,2013,Count,Children,46,Residential Care
S12000050,2009,Count,Children,728,All
S12000039,2009,Count,Children,376,All
S12000050,2014,Count,Children,282,At Home
S12000039,2010,Count,Children,383,All
S12000050,2010,Count,Children,634,At Home
S12000050,2018,Count,Children,41,Residential Care
S12000039,2013,Count,Children,110,At Home
S12000050,2016,Count,Children,267,Other Community Placement
S12000050,2015,Count,Children,697,All
S12000039,2010,Count,Children,177,At Home
S12000039,2014,Count,Children,105,At Home
S12000039,2015,Count,Children,105,At Home
S12000039,2014,Count,Children,136,Other Community Placement
S12000039,2010,Count,Children,79,Other Community Placement
S12000039,2016,Count,Children,82,At Home
S12000039,2018,Count,Children,180,Other Community Placement
S12000039,2016,Count,Children,363,All
S12000039,2015,Count,Children,386,All
S12000050,2017,Count,Children,290,At Home
S12000050,2013,Count,Children,747,All
S12000039,2013,Count,Children,354,All
S12000050,2016,Count,Children,765,All
S12000050,2014,Count,Children,219,Other Community Placement
S12000039,2012,Count,Children,369,All
S12000039,2012,Count,Children,150,At Home
S12000039,2014,Count,Children,35,Residential Care
S12000039,2018,Count,Children,43,Residential Care
S12000050,2017,Count,Children,773,All
S12000050,2012,Count,Children,140,Other Community Placement
S12000039,2010,Count,Children,43,Residential Care
S12000050,2012,Count,Children,730,All
S12000039,2009,Count,Children,47,Residential Care
S12000039,2009,Count,Children,65,Other Community Placement
S12000039,2018,Count,Children,108,At Home
S92000003,2011,Count,Children,16231,All
S92000003,2014,Count,Children,5723,Foster / Prospective Adopters
S92000003,2010,Count,Children,4996,Foster / Prospective Adopters
S12000049,2009,Count,Children,1019,Foster / Prospective Adopters
S12000049,2011,Count,Children,1212,At Home
S12000049,2016,Count,Children,544,At Home
S92000003,2016,Count,Children,3875,At Home
S12000049,2015,Count,Children,583,At Home
S12000049,2017,Count,Children,491,At Home
